Title,Location,Salary,Description,ID
Software Quality Engineer,"Chicago, IL",$77K - $135K (Employer est.),"Review requirements, acceptance criteria, functional design, technical design, and use-case design documents to determine testability.&hellip;
Skills: Azure, Oracle, Test automation, Google Cloud Platform, SQL",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.105
"Software Engineer, Test - Flexible Hybrid in Chicago","Chicago, IL",$94K - $116K (Employer est.),"Evaluate system requirements, develop unit test plans and process flow and translate into technical quality assurance test cases.&hellip;
Skills: Computer science, Cucumber, System architecture, Git, E-commerce",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.109
Core Backend JAVA Developer,"Chicago, IL",$55.00 - $60.00 Per Hour (Employer est.),"Master or bachelor’s degree in computer science or Engineering. The individual will work on feature enhancements, performance improvements, bug fixes and…&hellip;
Skills: Computer science, Oracle, React, Relational databases, Java",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.113
Software Test Engineer II,"Oak Brook, IL",$83K - $113K (Employer est.),"Bachelor’s degree in engineering or technical field with 2+ years of engineering experience. Research new developments in the fields of engineering design,…&hellip;
Skills: Test automation, Git, Java, C++, C",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.117
Database Developer - AI Trainer,"Chicago, IL",$40.00 Per Hour (Employer est.),"You can work on your own schedule. A bachelor's degree (completed or in progress). You will work with the chatbots that we are building in order to measure…&hellip;
Skills: Go, CSS, React, Writing skills, C#",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.121
"Software Engineer 3- GoLang- Chicago, IL or Reston, VA- ONSITE (4 days a week)","Chicago, IL",$107K - $161K (Employer est.),"Bachelor's degree in Computer Science or a related field of study. Actively participate in technical and testing design review.&hellip;
Skills: Jira, CI/CD, MVC, Go, CSS",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.122
"Staff Software Engineer, AI Applications","Chicago, IL",$150K - $180K (Employer est.),"Bachelor’s or Master’s degree in Computer Science, Software Engineering, AI, or a related field. You'll collaborate in an agile environment, mentor engineers,…&hellip;
Skills: CI/CD, Elasticsearch, Azure, Management, React",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.126
Software Engineer,"Chicago, IL",$134K - $198K (Employer est.),"BS degree in Computer Science or relevant field of study. Developing software solutions using object-oriented methodologies, design patterns, and building…&hellip;
Skills: CI/CD, Azure, Kubernetes, Software deployment, C#",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.260
Software Engineer,"Oak Park, IL",$71K - $111K (Glassdoor est.),"A high level of technical acumen and abilities to troubleshoot technical issues to resolution. Bachelor's degree in Computer Science, Engineering, or a related…&hellip;
Skills: SSO, MVC, Bootstrap, WordPress, XML",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.264
Software Engineer,"Chicago, IL",$72K (Employer est.),"Identify areas that are not clearly defined, know whether to escalate to senior team members to have broader discussions, or find a technical solution on your…&hellip;
Skills: ASP.NET, MVC, Management, CSS, Bootstrap",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.268
"Manager, Software Engineering (Communications)","Chicago, IL",$167K - $209K (Employer est.),"They should be able to understand and communicate the business impact of technical projects and possess strong system design knowledge to craft and deliver an…&hellip;
Skills: CI/CD, Computer science, Cloud architecture, System design, Test-driven development",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.272
Senior Java Software Web Developer,"Chicago, IL",$115K - $135K (Employer est.),"Knowledge of tools like SOAP UI and Postman is a must. Translating business requirements into code in compliance with defined development standards, including…&hellip;
Skills: JBoss, Jira, Computer science, Oracle, Bootstrap",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.276
Full Stack Engineer - Mainapp,"Chicago, IL",$112K - $166K (Glassdoor est.),"Development activities include full stack development, proposing architectural decisions, participating in designs, design review, code review and…&hellip;
Skills: Go, React, DevOps, JavaScript, Redux",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.280
Associate Software Engineer,"Chicago, IL",$58K (Employer est.),"Within the engineering team, an Associate Software Engineer will be participating in various software development projects, working on design specifications and…&hellip;
Skills: AJAX, Oracle, CSS, XML, J2EE",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.284
Senior Software Developer,"Chicago, IL",,"Bachelor’s Degree in Computer Science or an equivalent field. Solid programming skills and strong understanding of general programming concepts such as OOP,…&hellip;
Skills: Research laboratory experience, Computer science, Data structures, OOP, C++",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.288
Software Engineer-Hybrid in Chicago,"Chicago, IL",$120K - $176K (Employer est.),"Preferred; Bachelor's degree in a technical field or completion of a coding bootcamp. Skill in collaborating across technical and non-technical teams…&hellip;
Skills: CI/CD, Relational databases, Databases, Microservices, Data management",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.291
Senior Software Development Engineer (Hybrid),"Chicago, IL",$120K - $240K (Employer est.),"Successfully conduct day-to-day work and solve complex issues in your own specific technical engineering area.&hellip;
Skills: Cloud infrastructure, React, Java, SOAP, JavaScript",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.295
Full Stack Developer - Fleet Product,"Chicago, IL",$70K - $120K (Employer est.),"Object Oriented analysis and design using common design patterns. They will be expected to contribute across the entire development cycle: analysis, proof-of-…&hellip;
Skills: Kubernetes, WebSphere, Relational databases, J2EE, Java",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.299
Software Engineer (C++) - Risk Services Team,"Chicago, IL",$100K - $150K (Employer est.),"Our Software Engineers thrive on pushing the limits of technology to produce state-of-the-art applications for TT’s platform, which is the front-end screen of…&hellip;
Skills: Performance tuning, Cassandra, Relational databases, MongoDB, Application development",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.303
Software Engineer,"Rosemont, IL",$95K - $105K (Employer est.),"Reporting to the Director of IT Applications, the Software Engineer will be responsible for engineering, design, development, support, and architecture of…&hellip;
Skills: Jira, CI/CD, Azure, Node.js, CSS",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.307
"Fullstack/Backend Software Engineer III - Java, Springboot, React/Angular","Chicago, IL",$94K - $134K (Glassdoor est.),"Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build…&hellip;
Skills: CI/CD, Cloud infrastructure, CSS, Software troubleshooting, React",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.311
"Associate, Consulting","Chicago, IL",$64K - $128K (Employer est.),"Plans and facilitates effective project meetings, driving discussions to necessary resolution. The Associate is accountable for planning and managing the work…&hellip;
Skills: Waterfall, Agile, SDLC",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.315
"Hadoop Developer- Charlotte, NC/ Chicago, Illinois","Chicago, IL",$70.00 - $75.00 Per Hour (Employer est.),"Provide technical leadership in solutioning, design, deployment, and security for GCP migration initiatives. Develop and implement cloud-native solutions using…&hellip;
Skills: CI/CD, Big data, DevOps, Spark, Google Cloud Platform",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.319
Senior .NET Core Developer,"Chicago, IL",$59K - $90K (Glassdoor est.),"Senior .NET Core Developer Chicago, IL – Hybrid. (3 days onsite per week.) 06+…&hellip;
Skills: .NET Core",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.323
Senior Software Engineer,"Rosemont, IL",$102K - $153K (Employer est.),"Identify opportunities to develop new, creative software solutions as well as continually improve existing tools;&hellip;
Skills: AJAX, ASP.NET, MVC, CSS, Software troubleshooting",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.327
Automation Engineer,"Chicago, IL",$85K - $105K (Employer est.),"Valid U.S. driver’s license. Design wiring diagrams, electrical connections/connection points, circuit boards, layouts of control systems, electrical schematics…&hellip;
Skills: Microsoft Powerpoint, Microsoft Word, Microsoft Excel, Microsoft Outlook, Software troubleshooting",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.331
"VP, Quantitative Python Developer","Chicago, IL",$125K - $182K (Glassdoor est.),"Education: Bachelor's degree in a STEM field with significant focus on programming (Graduate degree preferred).&hellip;
Skills: Statistics, Pricing, Data analysis skills, Employee orientation, Databases",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.332
Senior Software Developer,"Chicago, IL",$111K - $152K (Glassdoor est.),"Ability to develop and implement a proprietary quoting system from scratch is a plus. Collaborate with traders, developers, and data scientists to develop…&hellip;
Skills: Pricing, FPGA, Software development, Leadership, Office experience",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.336
Software Engineer,"Chicago, IL",$500K - $900K (Employer est.),"Design and implement low latency trading systems. Work closely with trading teams. Implement and test feed handlers. BS in CompSci or similarly related degree.&hellip;
Skills: TCP, C++, TCP/IP",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.340
SME Software Developer,"Westchester, IL",$84K - $126K (Glassdoor est.),"Limited domestic travel, telecommute and/or occasional relocation to client locations to analyze, design, develop software applications using knowledge of…&hellip;
Skills: Oracle, XML, Microsoft SQL Server, SQL, Informatica",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.344
Application Developer,"Chicago, IL",$65K - $95K (Employer est.),"Maintain the strategic technical architecture, software methodologies, processes, implementation planning and software maintenance for critical business-centric…&hellip;
Skills: Power BI, C#, SSRS, SQL, OOP",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.348
"Software Engineer IV, Data","Chicago, IL",$136K - $204K (Employer est.),"Define, design, develop, and implement application-level architecture hosted in the Azure cloud and on-premises on critical core component deliverables.&hellip;
Skills: Jira, CI/CD, Elasticsearch, Cassandra, NoSQL",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.352
Sr. Software Engineer Middleware,"Oak Brook, IL",$82K - $155K (Employer est.),"Collaborate with other Chamberlain domain experts, such as infrastructure, database, and front end, as the team develops features and platform enhancements •…&hellip;
Skills: CI/CD, Computer science, Azure, Software troubleshooting, Internet of things",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.356
Sr Full Stack Developer - Fleet Product,"Chicago, IL",$125K - $150K (Employer est.),"Object Oriented analysis and design using common design patterns. They will be expected to contribute across the entire development cycle: analysis, proof-of-…&hellip;
Skills: React, Kubernetes, WebSphere, Relational databases, Test-driven development",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.360
Junior to Mid-Level C++ Software Engineer,"Chicago, IL",$72K - $120K (Employer est.),"Collaborate with cross-functional teams to design, develop, and maintain software applications. Bachelor's degree in Computer Science, Engineering, or a related…&hellip;
Skills: TensorFlow, Data structures, C++, Machine learning, Distributed systems",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.364
Expert Backend Engineer (Remote),"Chicago, IL",$72K - $121K (Glassdoor est.),"We then deliver actionable insights to drive improved outcomes, reduce patients' out-of-pocket costs, and enhance patient understanding of their disease state…&hellip;
Skills: ASP.NET, C#, Microsoft SQL Server, MongoDB, .NET",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.368
"Software engineer, fullstack (Framework)","Chicago, IL",$84K - $144K (Glassdoor est.),"This role is ideal for someone who thrives in high-impact, cross-functional environments and is excited to help define best practices and technical vision for…&hellip;
Skills: CI/CD, React, JavaScript, REST, APIs",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.372
Anaplan Developer-1,"Chicago, IL",$90K - $130K (Glassdoor est.),"Experience with data integration tools, APIs, and Anaplan Connect for data loading. Excellent problem-solving and troubleshooting skills.&hellip;
Skills: Sales, Forecasting, APIs",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.498
Azure Cloud Engineer,"Chicago, IL",$60.00 - $70.00 Per Hour (Employer est.),"Architect and design cloud solutions on Microsoft Azure, ensuring scalability, reliability and cost effectiveness while considering operational concerns and non…&hellip;
Skills: CI/CD, Cloud infrastructure, Azure, Cloud architecture, React",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.502
Sr. Software Engineer,"Chicago, IL",$127K - $180K (Employer est.),"Work directly on complex application/technical problem identification and resolution, including responding to off-shift and weekend support calls.&hellip;
Skills: Cloud infrastructure, Information security, AWS, Software development, Python",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.503
Senior Developer,"Chicago, IL",$110K - $150K (Employer est.),"Managers and participates in software design meetings and analyze user needs to resolve technical requirements. 5+ years of experience in .&hellip;
Skills: CI/CD, ASP.NET, Computer science, .NET Core, Visual Studio",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.507
Software Engineer II,"Chicago, IL",$98K - $152K (Employer est.),"As a Software Engineer, you'll work with senior developers and product managers to communicate technical requirements and develop solutions accordingly.&hellip;
Skills: Computer science, React, Data structures, Java, JavaScript",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.511
"Associate, Software Engineering","Chicago, IL",$85K - $96K (Employer est.),"Must have work experience with each of the following: 1) Develop REST-based web services for various applications and use Python for scripting and task…&hellip;
Skills: Jira, Kubernetes, Docker, Confluence, Splunk",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.515
"Staff, Software Engineer","Chicago, IL",$135K - $180K (Employer est.),"Bachelor's degree in Computer Science, Software Engineering, or a related field, or equivalent demonstrated experience. Knowledge of GraphQL API design.&hellip;
Skills: CI/CD, Computer science, Power BI, React, Kubernetes",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.519
Full Stack Python Developer III,"Chicago, IL",$101K - $180K (Employer est.),"Focus area would be UI/Dashboard development, Batch engineering to optimize the grid and other resources shared, developing automation tools and utilities.&hellip;
Skills: CI/CD, Computer science, React, DevOps, Application development",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.523
Angular Developer,"Chicago, IL",,"Bachelor's degree in Computer Science, Information Technology, or a related field, or equivalent practical experience.&hellip;
Skills: Computer science, CSS, Software troubleshooting, Git, Responsive web design",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.527
Senior Mobile Developers,"Chicago, IL",$59.68 - $74.60 Per Hour (Employer est.),"Experience must include: Android developer role develop and release mobile applications to Play Store; develop and engineer Android applications; RESTful API;…&hellip;
Skills: CI/CD, Computer science, Mobile applications, Test-driven development, Android",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.530
Senior Software Engineer,"Chicago, IL",$130K - $140K (Employer est.),"Ability to develop technical requirements and architectural specifications from high-level acceptance criteria. 5+ years of experience in Microsoft .&hellip;
Skills: ASP.NET, Cloud infrastructure, CSS, React, Web development",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.534
"Senior Associate, Software Engineering","Chicago, IL",$87K - $125K (Employer est.),"You will be asked to define requirements, investigate and implement configuration changes, test, deploy, and lead efforts to implement cross-functional…&hellip;
Skills: Jira, Computer science, Oracle, Accounts payable, Machine learning",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.538
Staff Software Engineer,"Chicago, IL",$120K - $201K (Employer est.),"A bachelor's degree in computer science, engineering, or related study or equivalent project-related experience. Clear, fluent communication in English.&hellip;
Skills: CI/CD, Computer science, Node.js, React, Kubernetes",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.542
Software Engineer - Managing Investments Team,"Chicago, IL",$140K - $180K (Employer est.),"Design, develop, and improve the digital products and technology services we provide to our clients and employees.&hellip;
Skills: CI/CD, Azure, Cloud architecture, Kubernetes, Writing skills",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.543
Senior Producer (m/w/d),"Chicago, IL",,"Must have a valid U.S. driver's license. Oversee a team of Producers who you will collaborate regularly to develop and refine content ideas, ensuring they meet…&hellip;
Skills: Management, English, Supervising experience, Project management, Organizational skills",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.547
Lead Full Stack Developer,"Oakbrook Terrace, IL",,"PanoScape delivers interactive digital environments that guests engage with and remember! Develop and implement the overall engineering strategy and roadmap.&hellip;
Skills: Azure, Node.js, React, Git, MongoDB",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.550
Senior Software Engineer,"Oak Brook, IL",$106K - $141K (Employer est.),"As the Senior Software Engineer, you will be responsible to design, develop, and evaluate software from concept through production stage, and make modifications…&hellip;
Skills: CI/CD, Software troubleshooting, English, C++, Product development",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.553
C++ Software Engineer,"Chicago, IL",$150K - $225K (Employer est.),"A degree in computer science or a related field. Expert C++ and object-oriented design skills; familiarity with modern C++, STL, design patterns and distributed…&hellip;
Skills: Relational databases, Databases, SQL, OOP, Analysis skills",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.557
Senior Developer - Workday,"Chicago, IL",$110K - $150K (Employer est.),"Bachelor's degree in computer science, Computer Engineering, Electrical Engineering, Management Information Systems or related field.&hellip;
Skills: SOAP, PeopleSoft, Human resources, REST, Organizational skills",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.561
Web Developer for Training AI Data,"Chicago, IL",$30.00 - $50.00 Per Hour (Employer est.),"We’re doing regular calls to answer any further questions about onboarding, as well as providing a support team at your disposal. This work is 100% remote.&hellip;
Skills: Computer science, Management, React, Writing skills, English",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.565
Senior Software Engineer,"Chicago, IL",$135K - $145K (Employer est.),"Partner with Product Owner and stakeholders to understand business needs, define and develop applications/ architecture, design, review, implement and optimize…&hellip;
Skills: Jira, CI/CD, Oracle, Management, Gradle",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.569
Senior Software Engineer,"Chicago, IL",$138K - $173K (Employer est.),"Capable of communicating technical decisions and design to non-technical stakeholders. Take ownership in designing and executing medium to large-scale technical…&hellip;
Skills: Computer science, Azure, React, Enterprise software, System design",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.573
.NET Web Developer,"Chicago, IL",$71K - $101K (Glassdoor est.),"Provide *technical guidance* in project meetings and assess risks. NET Web Applications*, supporting strategic goals, and driving innovation in web development.&hellip;
Skills: Web accessibility, CI/CD, ASP.NET, Computer science, MVC",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.577
iOS Software Developer,"Chicago, IL",$60K - $85K (Employer est.),"Bachelor Science degree in Computer Science or a related field. Work with the Digital team to design, build, test, and release iOS, watchOS, and tvOS…&hellip;
Skills: Computer science, iOS development, iOS, SDKs, Computer networking",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.581
Software Engineer,"Chicago, IL",$525K - $875K (Employer est.),"BS in CompSci/ Maths or similarly related field. MSCS or similarly related field. To develop trading infrastructure in C++ & Python.&hellip;
Skills: C++, Presentation skills, Leadership, Python",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.585
React Native Developer,"Chicago, IL",,"Strong foundation in Object-Oriented Design, classic design patterns, and scalable architecture design for both web and mobile.&hellip;
Skills: Jira, CI/CD, MVC, Management, CSS",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.589
"Sr. Mgr, Software Engineering","Chicago, IL",$205K - $234K (Employer est.),"Experience leading teams through ambiguity by driving technical design and delivery decisions. Experience leading teams through ambiguity by driving technical…&hellip;
Skills: Azure, Go, Management, CSS, Kubernetes",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.592
Web Developer (Front-End),"Chicago, IL",$70K - $80K (Employer est.),"Help refine and improve design systems, tools, and internal processes. Experience with design tools including Figma, Adobe Creative Suite, and Canva.&hellip;
Skills: CSS, WordPress, Web development, Adobe Creative Suite, SEO",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.596
Python Senior Developer,"Chicago, IL",$100K - $115K (Employer est.),"Collaborate with cross-functional teams to define project requirements and develop effective solutions. This role involves leading technical projects providing…&hellip;
Skills: Data structures, Test automation, Continuous integration, Scripting, AI",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.600
Senior Software Engineer (Front End),"Chicago, IL",$144K - $165K (Employer est.),"Own the technical design and development of cross-functional, multi-platform application systems. Own the technical design and development of cross-functional,…&hellip;
Skills: Azure, Node.js, CSS, React, Test-driven development",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.604
"Staff Frontend Engineer, AI Applications","Chicago, IL",$150K - $180K (Employer est.),"Ability to implement pixel-perfect, accessible UIs from design tools such as Figma, adhering to WCAG and responsive design principles.&hellip;
Skills: Web accessibility, CI/CD, SSO, Azure, Management",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.729
"Senior Software Developer, D365 F&O","Elmhurst, IL",$95K - $135K (Employer est.),"Architect the technical solution and implement it by developing the code or working with 3rd parties to develop the code.&hellip;
Skills: Power BI, Azure, Software troubleshooting, Vendor management, Relational databases",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.733
Dir I Software Engineering (Hybrid),"Chicago, IL",$144K - $194K (Employer est.),"Progressive experience with software development, data engineering and data design. Bachelor’s degree in Computer Science, Engineering, or a related field.&hellip;
Skills: CI/CD, Elasticsearch, Data modeling, Management, Node.js",f.89BBF6C2350DB33FBBBB3B6B6C4456A6.d.21E2DD9E59E63AEB75EED64D99C4A6D7.e.737
